_id,authors,name,link,sale_coast,old_coast,rating
5ecebabcf2c954e59741e465,"[""МакГрат Майк""]",PHP7 для начинающих,https://book24.ru/product/php7-dlya-nachinayushchikh-1589383/,491,545,5
5ecebabcf2c954e59741e466,"[""Сауджани Решма""]",Программируй! Самоучитель для девочек,https://book24.ru/product/programmiruy-samouchitel-dlya-devochek-1935625/,573,null,5
5ecebabcf2c954e59741e467,[],Искусственный интеллект,https://book24.ru/product/iskusstvennyy-intellekt-5414470/,375,431,null
5ecebabdf2c954e59741e46a,"[""Ричардсон К""]",Микросервисы. Паттерны разработки и рефакторинга,https://book24.ru/product/mikroservisy-patterny-razrabotki-i-refaktoringa-5441732/,1757,null,null
5ecebabdf2c954e59741e46e,"[""Дакетт Джон""]",HTML и CSS. Разработка и дизайн веб-сайтов,https://book24.ru/product/html-i-css-razrabotka-i-dizayn-veb-saytov-5136049/,1269,1410,4.5
5ecebabdf2c954e59741e46f,"[""Кен Швайбер"",""Джеф Сазерленд""]",Софт за 30 дней. Как Scrum делает невозможное возможным,https://book24.ru/product/soft-za-30-dney-kak-scrum-delaet-nevozmozhnoe-vozmozhnym-1602676/,1225,null,4
5ecebabdf2c954e59741e471,"[""Керриск М""]",Linux API. Исчерпывающее руководство,https://book24.ru/product/linux-api-ischerpyvayushchee-rukovodstvo-5442570/,3373,null,null
5ecebabef2c954e59741e474,"[""Траск Э""]",Грокаем глубокое обучение,https://book24.ru/product/grokaem-glubokoe-obuchenie-5442745/,991,null,null
5ecebabef2c954e59741e476,"[""Фило В""]",Теоретический минимум по Computer Science. Все что нужно программисту и разработчику,https://book24.ru/product/teoreticheskiy-minimum-po-computer-science-vse-chto-nuzhno-programmistu-i-razrabotchiku-5442643/,703,null,null
5ecebabef2c954e59741e477,"[""Макеффри Митч""]",Unreal Engine VR для разработчиков,https://book24.ru/product/unreal-engine-vr-dlya-razrabotchikov-5284441/,940,null,5
5ecebabef2c954e59741e478,[],Легкий способ выучить Python,https://book24.ru/product/legkiy-sposob-vyuchit-python-1403955/,658,null,3.7
5ecebabef2c954e59741e479,"[""Симпсон К""]",{Вы не знаете JS} Типы и грамматические конструкции,https://book24.ru/product/vy-ne-znaete-js-tipy-i-grammaticheskie-konstruktsii-5442758/,1092,null,null
5ecebabef2c954e59741e47a,"[""Террелл  Р""]",Конкурентность и параллелизм на платформе .NET. Паттерны эффективного проектирования,https://book24.ru/product/konkurentnost-i-parallelizm-na-platforme-net-patterny-effektivnogo-proektirovaniya-5442736/,1970,null,null
5ecebabff2c954e59741e47e,"[""Равичандиран С""]",Глубокое обучение с подкреплением на Python. OpenAI Gym и TensorFlow для профи,https://book24.ru/product/glubokoe-obuchenie-s-podkrepleniem-na-python-openai-gym-i-tensorflow-dlya-profi-5442249/,1347,null,null
