,Vacancy,Link,Company,City,Salary_min,Salary_max,Currency
1127,NLP Разработчик (Центр искусственного интеллекта),https://hh.ru/vacancy/35207342?query=python,"ПАО «МТС»,IT ","Москва, Технопарк",,,
1128,Senior / Middle Java Developer,https://hh.ru/vacancy/36431137?query=python, Align Technology ,"Москва, Тульская",,,
1129,Старший специалист по аналитике оттока абонентской базы,https://hh.ru/vacancy/36909071?query=python, Tele2 ,Москва,,,
1130,Automation Test Engineer,https://hh.ru/vacancy/36903168?query=python, Binance ,Москва,,,
1131,Главный инженер по автоматизации,https://hh.ru/vacancy/36058602?query=python, Сбербанк для экспертов ,Москва,,,
1132,Системный аналитик ( ИСУ ),https://hh.ru/vacancy/36923543?query=python, Сбербанк для экспертов ,Москва,,,
1133,Middle Frontend VueJS developer,https://hh.ru/vacancy/36898436?query=python, Center-Game ,"Москва, Ботанический сад",90000,,руб.
1134,Middle Frontend VueJS developer,https://hh.ru/vacancy/36898431?query=python, Center-Game ,Москва,75000,,руб.
1135,Системный инженер,https://hh.ru/vacancy/36627609?query=python,АО Гринатом ,Москва,,,
1136,Разработчик RPA,https://hh.ru/vacancy/36870157?query=python,АО НИПИГАЗ ,Москва,,,
1137,Oracle DBA,https://hh.ru/vacancy/36369466?query=python, Открытые Технологии ,Москва,170000,250000,руб.
1138,FullStack программист Laravel,https://hh.ru/vacancy/36898664?query=python,ИП Надобников Александр Алексеевич ,Москва,,,
1139,Prоject manager,https://hh.ru/vacancy/36920183?query=python," Mail.Ru Group, Решения для бизнеса ","Москва, Аэропорт",,,
1140,Инженер сопровождения ИТ-систем Сбербанка,https://hh.ru/vacancy/36919186?query=python,АО Сбербанк - Технологии ,Москва,,,
1141,Эксперт DevSecOps,https://hh.ru/vacancy/36914442?query=python, X5 RETAIL GROUP ,"Москва, Волгоградский проспект",,,
1142,Product manager (банковские/страховые продукты),https://hh.ru/vacancy/35470722?query=python, ДомКлик ,"Москва, Кутузовская",,,
1143,Архитектор решений Asset Performance Management (Управление эффективностью производственных активов),https://hh.ru/vacancy/36650558?query=python, ANCOR Industry ,Москва,,,
1144,Инженер по эксплуатации,https://hh.ru/vacancy/36779341?query=python, Первый ОФД ,"Москва, Павелецкая",,,
1145,Java-разработчик на проект Digital Credit,https://hh.ru/vacancy/29309726?query=python, Банк ВТБ (ПАО) ,Москва,,,
1146,Специалист ИБ/администратор Win-сетей,https://hh.ru/vacancy/36767708?query=python, Rapid Systemz ,Москва,200000,350000,руб.
1147,Системный администратор Unix/Linux,https://hh.ru/vacancy/33796507?query=python, NX Studio ,"Москва, Марксистская",,,
1148,Консультант поддержки,https://hh.ru/vacancy/36527800?query=python, Пятерочка. Офис ,Москва,,,
1149,Ведущий специалист по сопровождению АС,https://hh.ru/vacancy/35755644?query=python, Сбербанк для экспертов ,Москва,,,
1150,Инженер внедрения Linux (Big Data),https://hh.ru/vacancy/36897971?query=python,"ПАО МегаФон, IT ","Москва, Чеховская и еще 2 ",,,
1151,Platform Teamlead,https://hh.ru/vacancy/36906231?query=python," Лента, федеральная розничная сеть, IT  ",Москва,,,
1152,Архитектор Java,https://hh.ru/vacancy/36919628?query=python, Инфосистемы Джет ,"Москва, Савеловская",,,
1153,Инженер-конструктор фотошаблонов,https://hh.ru/vacancy/34786235?query=python,АО НИИМЭ ,Москва,,,
1154,Аналитик группы разработки моделей оценки рисков,https://hh.ru/vacancy/36624024?query=python, Recruitment Boutique S.M.Art ,Москва,,,
1155,Senior .Net Developer,https://hh.ru/vacancy/36807961?query=python, ЦИАН ГРУПП ,"Москва, Преображенская площадь",,,
1156,"QA Automation Engineer (Payment Platform) Limassol, Cyprus",https://hh.ru/vacancy/36901710?query=python, Exness ,Москва,,,
1157,Инженер систем мониторинга Zabbix,https://hh.ru/vacancy/36365070?query=python,ООО Сбербанк-Сервис ,"Москва, Марьина Роща",,,
1158,Интеграционный разработчик,https://hh.ru/vacancy/36898387?query=python,ООО ОТР ,Москва,,,
1159,Software Development Engineer in Test (KICS for Network),https://hh.ru/vacancy/36608637?query=python, Лаборатория Касперского ,Москва,,,
1160,Аналитик баз данных Аналитического управления,https://hh.ru/vacancy/36898569?query=python, Федеральная служба государственной статистики (Росстат) ,Москва,,,
1161,IOS разработчик,https://hh.ru/vacancy/34774950?query=python, Тинькофф ,"Москва, Водный стадион",,,
1162,Middleware Developer (C/C++/Python/Golang),https://hh.ru/vacancy/36891924?query=python, Virtuozzo ,"Москва, Отрадное",,,
1163,Аналитик / Data scientist,https://hh.ru/vacancy/36638171?query=python, Dentsu Aegis Network Russia ,"Москва, Улица 1905 года",,,
1164,Старший аналитик баз данных Аналитического управления,https://hh.ru/vacancy/36898571?query=python, Федеральная служба государственной статистики (Росстат) ,Москва,,,
1165,Алгоритм эксперт,https://hh.ru/vacancy/36624935?query=python, Группа НЛМК ,"Москва, Полянка и еще 2 ",,,
1166,Customer Success SW Engineer (Radcom software),https://hh.ru/vacancy/34929869?query=python,ИП Лейдерман Эльвира Петровна ,Москва,200000,350000,руб.
1167,DevOps Engineer,https://hh.ru/vacancy/36896273?query=python,ООО Carprice ,"Москва, Дмитровская",,,
1168,Продуктовый аналитик,https://hh.ru/vacancy/36625487?query=python, Ситимобил ,Москва,,,
1169,Аналитик-тестировщик,https://hh.ru/vacancy/36896160?query=python,ЗАО КонсультантПлюс ,"Москва, Профсоюзная",,,
1170,Старший риск-аналитик/Senior Risk Analyst (Лид направления),https://hh.ru/vacancy/36680189?query=python, BestDoctor ,Москва,,,
